Words,Link,Score
BARBARIN,31243,267
BARGOTA,31229,267
BARILLAS,31523,267
BARRUNDIA,01206,267
BARÁSOAIN,31395,267
BASABURUA,31866,267
BAZTAN,31700,267
BAÑOS DE EBRO/MAÑUETA,01307,267
BEINTZA-LABAIEN,31753,267
BEIRE,31393,267
BELASCOÁIN,31174,267
BERA,31780,267
BERANTEVILLA,01121,267
BERBERANA,01427,267
BERBINZANA,31252,267
BERGONDO,15165,267
BERIÁIN,31191,267
BERNEDO,01118,267
BERRIOPLANO/BERRIOBEITI,31013,267
BERRIOZAR,31013,267
BERTIZARANA,31720,267
BETANZOS,15300,267
BETELU,31890,267
BIDAURRETA,31174,267
BIURRUN-OLCOZ,31398,267
BOIMORTO,15816,267
BOIRO,15930,267
BOQUEIXÓN,15582,267
BRIÓN,15280,267
BURGUI/BURGI,31412,267
BURLADA/BURLATA,31600,267
BUÑUEL,31540,267
CABANA DE BERGANTIÑOS,15110,267
CABANAS,15611,267
CABANILLAS,31511,267
CABREDO,31227,267
CADREITA,31515,267
CALERA DE LEÓN,06292,267
CAMARIÑAS,15121,267
CAMBRE,15181,267
CAMPEZO/KANPEZU,01110,267
CAPARROSO,31380,267
CARBALLO,15100,267
CARCASTILLO,31310,267
CARIÑO,15360,267
CARNOTA,15292,267
CARRAL,15175,267
CASCANTE,31520,267
CASTILLEJO DE MESLEÓN,40593,267
CASTILLONUEVO,31454,267
CAÑAVERAL DE LEÓN,21388,267
CEDEIRA,15347,267
CEE,15138,267
CENDEA DE OLZA/OLTZA ZENDEA,31170,267
CERCEDA,15185,267
CERDIDO,15530,267
CINTRUÉNIGO,31592,267
CIRAUQUI/ZIRAUKI,31131,267
CIRIZA/ZIRITZA,31174,267
CIZUR,31174,267
COIRÓS,15316,267
CONDADO DE TREVIÑO,01118,267
CORCUBIÓN,15130,267
CORELLA,31591,267
CORISTANCO,15147,267
CORTES,31530,267
CULLEREDO,15139,267
CURTIS,15310,267
CÁRCAR,31579,267
CÁSEDA,31312,267
DESOJO,31229,267
DICASTILLO,31263,267
DODRO,15916,267
DONAMARIA,31750,267
DONEZTEBE/SANTESTEBAN,31740,267
DUMBRÍA,15151,267
ECHARRI/ETXARRI,31174,267
EL BARCO DE ÁVILA,05600,267
EL BUSTO,31229,267
ELBURGO/BURGELU,01192,267
ELCIEGO,01340,267
ELGORRIAGA,31744,267
ELVILLAR/BILAR,01309,267
ENÉRIZ/ENERITZ,31153,267
ERATSUN,31748,267
ERGOIENA,31829,267
ERRIBERAGOITIA/RIBERA ALTA,01213,267
ERRO,31638,267
ESLAVA,31494,267
ESPARZA DE SALAZAR/ESPARTZA ZARAITZU,31453,267
ESPRONCEDA,31228,267
ESTELLA-LIZARRA,31200,267
ESTERIBAR,31630,267
ETAYO,31281,267
ETXALAR,31760,267
ETXARRI ARANATZ,31820,267
ETXAURI,31174,267
EULATE,31271,267
EZCABARTE,31194,267
EZCÁROZ/EZKAROZE,31690,267
EZKURRA,31749,267
EZPROGUI,31491,267
FALCES,31370,267
FENE,15500,267
FERROL,15401,267
FISTERRA,15153,267
FITERO,31593,267
FLORES DE ÁVILA,05370,267
FONTELLAS,31512,267
FRADES,15685,267
FUENTES DE LEÓN,06280,267
FUNES,31360,267
FUSTIÑANA,31510,267
GALAR,31191,267
GALLIPIENZO/GALIPENTZU,31493,267
GALLUÉS/GALOZE,31451,267
GARAIOA,31692,267
GARDE,31414,267
GARRALDA,31693,267
GARÍNOAIN,31395,267
GENEVILLA,31227,267
GIBRALEÓN,21500,267
GIRONA,17001,267
GOIZUETA,31754,267
GOÑI,31172,267
GUESÁLAZ/GESALATZ,31175,267
GUIJO DE ÁVILA,37774,267
GUIRGUILLANO,31174,267
GÜESA/GORZA,31452,267
HARANA/VALLE DE ARANA,01117,267
HIRIBERRI/VILLANUEVA DE AEZKOA,31671,267
HUARTE/UHARTE,31620,267
IBARGOITI,31472,267
IGANTZI,31790,267
IGÚZQUIZA,31241,267
IMOTZ,31867,267
IRAÑETA,31849,267
IRIXOA,15313,267
IRURAIZ-GAUNA,01193,267
IRURTZUN,31860,267
ISABA/IZABA,31417,267
ITUREN,31745,267
ITURMENDI,31810,267
IZA/ITZA,31170,267
IZAGAONDOA,31421,267
IZALZU/ITZALTZU,31689,267
JAURRIETA,31691,267
JAVIER,31409,267
JURISDICCIÓN DE SAN ZADORNIL,01427,267
JUSLAPEÑA,31193,267
KRIPAN,01308,267
KUARTANGO,01430,267
LABASTIDA/BASTIDA,01012,267
LAGRÁN,01118,267
LAGUARDIA,01300,267
LAKUNTZA,31830,267
LANA,31283,267
LANCIEGO/LANTZIEGO,01308,267
LANTARÓN,01213,267
LANTZ,31798,267
LAPOBLACIÓN,31227,267
LAPUEBLA DE LABARCA,01306,267
LARRAGA,31251,267
LARRAONA,31270,267
LARRAUN,31877,267
LAUDIO/LLODIO,01400,267
LAXE,15117,267
LAZAGURRÍA,31588,267
LEACHE/LEATXE,31460,267
LEGARDA,31133,267
LEGARIA,31281,267
LEGUTIO,01170,267
LEITZA,31880,267
LEKUNBERRI,31870,267
LEOZ/LEOTZ,31395,267
LERGA,31494,267
LERÍN,31260,267
LESAKA,31770,267
LEZA,01309,267
LEZÁUN,31177,267
LEÓN,24001,267
LIZOÁIN-ARRIASGOITI,31482,267
LIÉDENA,31487,267
LODOSA,31580,267
LOGROÑO,26001,267
LOS ARCOS,31210,267
LOUSAME,15212,267
LUMBIER,31440,267
LUQUIN,31243,267
LUZAIDE/VALCARLOS,31660,267
LÓNGUIDA/LONGIDA,31438,267
MALPICA DE BERGANTIÑOS,15111,267
MARAÑÓN,31227,267
MARCILLA,31340,267
MAZALEÓN,44621,267
MAZARICOS,15256,267
MAÑERU,31130,267
MAÑÓN,15337,267
MELIDE,15800,267
MENDAVIA,31587,267
MENDAZA,31219,267
MENDIGORRÍA,31150,267
MESÍA,15685,267
METAUTEN,31241,267
MILAGRO,31320,267
MIRAFUENTES,31219,267
MIRANDA DE ARGA,31253,267
MIÑO,15608,267
MOECHE,15563,267
MONFERO,15315,267
MONLEÓN,37765,267
MONREAL/ELO,31471,267
MONTEAGUDO,31522,267
MOREDA DE ÁLAVA/MOREDA ARABA,01322,267
MORENTIN,31264,267
MUES,31219,267
MUGARDOS,15620,267
MURCHANTE,31521,267
MURIETA,31280,267
MURILLO EL CUENDE,31315,267
MURILLO EL FRUTO,31313,267
MUROS,15240,267
MURUZÁBAL,31152,267
MUXÍA,15124,267
MÉLIDA,31382,267
NARÓN,15540,267
NAVARIDAS,01309,267
NAVASCUÉS/NABASKOZE,31450,267
NAZAR,31282,267
NEDA,15510,267
NEGREIRA,15830,267
NOIA,15200,267
NOÁIN (VALLE DE ELORZ)/NOAIN (ELORTZIBAR),31110,267
O PINO,15821,267
OBANOS,31151,267
OCHAGAVÍA/OTSAGABIA,31680,267
OCO,31281,267
ODIETA,31799,267
OIZ,31751,267
OKONDO,01409,267
OLAIBAR,31799,267
OLAZTI/OLAZAGUTÍA,31809,267
OLEIROS,15171,267
OLEJUA,31281,267
OLITE/ERRIBERRI,31390,267
OLÓRIZ/OLORITZ,31395,267
ORBAIZETA,31670,267
ORBARA,31671,267
ORDES,15680,267
ORKOIEN,31160,267
ORONZ/ORONTZE,31451,267
OROSO,15684,267
OROZ-BETELU/OROTZ-BETELU,31439,267
ORREAGA/RONCESVALLES,31650,267
ORTIGUEIRA,15330,267
ORÍSOAIN,31395,267
OTEIZA,31250,267
OUTES,15230,267
OYÓN-OION,01320,267
OZA-CESURAS,15380,267
PADERNE,15314,267
PADRÓN,15900,267
PERALTA/AZKOIEN,31350,267
PEÑACERRADA-URIZAHARRA,01211,267
PEÑALBA DE ÁVILA,05163,267
PIEDRAMILLERA,31219,267
PITILLAS,31392,267
PONTECESO,15110,267
PONTEDEUME,15600,267
PONTEVEDRA,36001,267
PORTO DO SON,15218,267
PUENTE LA REINA/GARES,31100,267
PUEYO,31394,267
RIANXO,15920,267
RIBAFORADA,31550,267
RIBEIRA,15950,267
RIBERA BAJA/ERRIBERA BEITIA,01213,267
ROIS,15281,267
ROMANZADO,31448,267
RONCAL/ERRONKARI,31415,267
RONDA,29394,267
SADA,15160,267
SALDÍAS,31747,267
SALINAS DE ORO/JAITZ,31175,267
SALVALEÓN,06174,267
SAMANIEGO,01307,267
SAN ADRIÁN,31570,267
SAN MARTÍN DE UNX,31495,267
SAN MILLÁN/DONEMILIAGA,01207,267
SAN SADURNIÑO,15560,267
SANGÜESA/ZANGOZA,31400,267
SANSOL,31220,267
SANTA COMBA,15837,267
SANTACARA,31314,267
SANTISO,15808,267
SARRIÉS/SARTZE,31451,267
SARTAGUDA,31589,267
SEGURA DE LEÓN,06270,267
SESMA,31293,267
SOBRADO,15813,267
SOLANA DE ÁVILA,05621,267
SORLADA,31219,267
SUNBILLA,31791,267
TAFALLA,31300,267
TARRAGONA,43001,119
TEO,15866,267
TIEBAS-MURUARTE DE RETA,31397,267
TIRAPU,31154,267
TOQUES,15806,267
TORDOIA,15683,267
TORNADIZOS DE ÁVILA,05196,267
TORRALBA DEL RÍO,31219,267
TORREJONCILLO,01830,267
TORRES DEL RÍO,31229,267
TOURO,15822,267
TRAZO,15686,267
TUDELA,31500,267
TULEBRAS,31522,267
UCAR,31154,267
UHARTE ARAKIL,31840,267
UJUÉ,31496,267
ULTZAMA,31797,267
UNCITI,31422,267
UNZUÉ/UNTZUE,31396,267
URDAZUBI/URDAX,31711,267
URDIAIN,31810,267
URKABUSTAIZ,01440,267
URRAUL ALTO,31448,267
URRAUL BAJO,31448,267
URROZ,31752,267
URROZ-VILLA,31420,267
URZAINQUI/URZAINKI,31416,267
UTERGA,31133,267
UZTÁRROZ/UZTARROZE,31418,267
VAL DO DUBRA,15871,267
VALDEGOVÍA/GAUBEA,01423,267
VALDOVIÑO,15542,267
VALLE DE EGÜÉS/EGUESIBAR,31192,267
VALLE DE OLLO/OLLARAN,31172,267
VALLE DE YERRI/DEIERRI,31176,267
VALTIERRA,31514,267
VEDRA,15880,267
VIANA,31230,267
VIDÁNGOZ/BIDANKOZE,31413,267
VILARMAIOR,15615,267
VILASANTAR,15807,267
VILLABUENA DE ÁLAVA/ESKUERNAGA,01307,267
VILLAFRANCA,31330,267
VILLAMAYOR DE MONJARDÍN,31242,267
VILLANUEVA DE ÁVILA,05114,267
VILLATUERTA,31132,267
VILLAVA/ATARRABIA,31610,267
VIMIANZO,15121,267
YESA,31410,267
YÉCORA/IEKORA,01322,267
ZABALZA/ZABALTZA,31174,267
ZALDUONDO,01208,267
ZAMBRANA,01212,267
ZAS,15150,267
ZIGOITIA,01138,267
ZIORDIA,31809,267
ZIZUR MAYOR/ZIZUR NAGUSIA,31180,267
ZUBIETA,31746,267
ZUGARRAMURDI,31710,267
ZUIA,01130,267
ZÚÑIGA,31284,267
ÁVILA,05001,267
TERRASSA,08221,139
A CAÑIZA,36880,234
A ESTRADA,36559,234
A GUARDA,36780,234
A ILLA DE AROUSA,36626,234
A LAMA,36830,234
ABUSEJO,37640,234
ADALIA,47129,234
AGALLAS,37510,234
AGOLADA,36514,234
AGUASAL,47418,234
AGUILAR DE CAMPOS,47814,234
AHIGAL DE LOS ACEITEROS,37248,234
AHIGAL DE VILLARINO,37173,234
AJOFRÍN,45110,234
ALAEJOS,47510,234
ALAMEDA DE LA SAGRA,45240,234
ALARAZ,37312,234
ALBA DE TORMES,37800,234
ALBA DE YELTES,37478,234
ALBARREAL DE TAJO,45522,234
ALCABÓN,45523,234
ALCALÁ DE LOS GAZULES,11180,234
ALCALÁ DEL VALLE,11693,234
ALCAUDETE DE LA JARA,45662,234
ALCAZARÉN,47238,234
ALCAÑIZO,45687,234
ALCOLEA DE TAJO,45571,234
ALCONADA,37329,234
ALDEA DE SAN MIGUEL,47160,234
ALDEA DEL OBISPO,37488,234
ALDEA EN CABO,45908,234
ALDEACIPRESTE,37718,234
ALDEALENGUA,37350,234
ALDEAMAYOR DE SAN MARTÍN,47162,234
ALDEANUEVA DE BARBARROYA,45661,234
ALDEANUEVA DE FIGUEROA,37429,234
ALDEANUEVA DE LA SIERRA,37621,234
ALDEANUEVA DE SAN BARTOLOMÉ,45575,234
ALDEARRODRIGO,37110,234
ALDEARRUBIA,37340,234
ALDEASECA DE ALBA,37870,234
ALDEASECA DE LA FRONTERA,37317,234
ALDEATEJADA,37186,234
ALDEAVIEJA DE TORMES,37779,234
ALDEHUELA DE LA BÓVEDA,37460,234
ALDEHUELA DE YELTES,37478,234
ALFOZ DE LLOREDO,39320,234
ALGAR,11639,234
ALGECIRAS,11201,234
ALGODONALES,11389,234
ALLANDE,33815,234
ALLER,33584,234
ALMENARA DE ADAJA,47419,234
ALMENARA DE TORMES,37115,234
ALMENDRA,37176,234
ALMENDRAL DE LA CAÑADA,45631,234
ALMOROX,45900,234
AMIEVA,33557,234
AMPUERO,39840,234
AMUSQUILLO,47177,234
ANAYA DE ALBA,37863,234
ANIEVAS,39451,234
ARABAYONA DE MÓGICA,37418,234
ARAPILES,37188,234
ARBO,36430,234
ARCEDIANO,37429,234
ARCICÓLLAR,45182,234
ARCOS DE LA FRONTERA,11620,234
ARENAS DE IGUÑA,39450,234
ARGOÑOS,39197,234
ARGÉS,45122,234
ARMENTEROS,37753,234
ARNUERO,39193,234
ARREDONDO,39813,234
ARROYO DE LA ENCOMIENDA,47195,234
ARTESA DE LLEIDA,25150,234
AS NEVES,36440,234
ATAQUINES,47210,234
AVILÉS,33401,234
AZUTÁN,45571,234
AÑOVER DE TAJO,45250,234
AÑOVER DE TORMES,37111,234
BABILAFUENTE,37330,234
BADAJOZ,06001,124
BAHABÓN,47312,234
BAIONA,36300,234
BARBADILLO,37440,234
BARBALOS,37607,234
BARBATE,11150,234
BARCEO,37217,234
BARCIAL DE LA LOMA,47674,234
BARCIENCE,45225,234
BAREYO,39170,234
BARGAS,45593,234
BARRO,36190,234
BARRUECOPARDO,37255,234
BARRUELO DEL VALLE,47129,234
BAÑOBÁREZ,37271,234
BECILLA DE VALDERADUEY,47670,234
BELEÑA,37789,234
BELMONTE DE MIRANDA,33827,234
BELVÍS DE LA JARA,45660,234
BENAFARCES,47880,234
BENALUP-CASAS VIEJAS,11190,234
BENAOCAZ,11612,234
BERCERO,47115,234
BERCERUELO,47115,234
BERMELLAR,37291,234
BERROCAL DE HUEBRA,37609,234
BERROCAL DE SALVATIERRA,37795,234
BERRUECES,47813,234
BIMENES,33527,234
BOADA,37290,234
BOAL,33720,234
BOBADILLA DEL CAMPO,47462,234
BOCIGAS,47419,234
BOCOS DE DUERO,47317,234
BOECILLO,47151,234
BOGAJO,37291,234
BOLAÑOS DE CAMPOS,47675,234
BORNOS,11520,234
BOROX,45222,234
BRAHOJOS DE MEDINA,47461,234
BRINCONES,37217,234
BUENAMADRE,37209,234
BUENAVENTURA,45634,234
BUENAVISTA,37789,234
BUEU,36930,234
BURUJÓN,45521,234
BUSTILLO DE CHAVES,47608,234
BÁRCENA DE CICERO,39760,234
BÁRCENA DE PIE DE CONCHA,39420,234
BÉJAR,37700,234
BÓVEDA DEL RÍO ALMAR,37316,234
CABAÑAS DE LA SAGRA,45592,234
CABAÑAS DE YEPES,45312,234
CABEZA DEL CABALLO,37214,234
CABEZABELLOSA DE LA CALZADA,37490,234
CABEZAMESADA,45890,234
CABEZÓN DE LA SAL,39500,234
CABEZÓN DE LIÉBANA,39571,234
CABEZÓN DE PISUERGA,47260,234
CABEZÓN DE VALDERADUEY,47689,234
CABRALES,33554,234
CABRANES,33310,234
CABRERIZOS,37193,234
CABREROS DEL MONTE,47832,234
CABRILLAS,37630,234
CABUÉRNIGA,39510,234
CALDAS DE REIS,36615,234
CALERA Y CHOZAS,45580,234
CALERUELA,45589,234
CALVARRASA DE ABAJO,37181,234
CALVARRASA DE ARRIBA,37191,234
CALZADA DE DON DIEGO,37440,234
CALZADA DE OROPESA,45580,234
CALZADA DE VALDUNCIEL,37797,234
CAMALEÑO,39582,234
CAMARENA,45180,234
CAMARENILLA,45181,234
CAMARGO,39600,234
CAMBADOS,36630,234
CAMPASPERO,47310,234
CAMPILLO DE AZABA,37550,234
CAMPO LAMEIRO,36110,234
CAMPOO DE ENMEDIO,39200,234
CAMPOO DE YUSO,39290,234
CAMPORREDONDO,47165,234
CAMUÑAS,45720,234
CANALEJAS DE PEÑAFIEL,47311,234
CANDAMO,33414,234
CANDELARIO,37710,234
CANGAS,36940,234
CANGAS DE ONÍS,33547,234
CANGAS DEL NARCEA,33800,234
CANILLAS DE ABAJO,37130,234
CANILLAS DE ESGUEVA,47185,234
CANTAGALLO,37716,234
CANTALAPIEDRA,37400,234
CANTALPINO,37405,234
CANTARACILLO,37319,234
CARAVIA,33343,234
CARBAJOSA DE LA SAGRADA,37008,234
CARDIEL DE LOS MONTES,45642,234
CARMENA,45531,234
CARPIO,47470,234
CARPIO DE AZABA,37497,234
CARRANQUE,45216,234
CARRASCAL DE BARREGAS,37120,234
CARRASCAL DEL OBISPO,37451,234
CARREÑO,33430,234
CARRICHES,45532,234
CARTES,39311,234
CASAFRANCA,37767,234
CASARRUBIOS DEL MONTE,45950,234
CASASBUENAS,45124,234
CASASOLA DE ARIÓN,47110,234
CASILLAS DE FLORES,37541,234
CASO,33990,234
CASTAÑEDA,39650,234
CASTELLANOS DE MORISCOS,37439,234
CASTELLANOS DE VILLIQUERA,37797,234
CASTELLAR DE LA FRONTERA,11350,234
CASTILLEJO DE MARTÍN VIEJO,37470,234
CASTILLO DE BAYUELA,45641,234
CASTRAZ,37496,234
CASTREJÓN DE TRABANCOS,47512,234
CASTRILLO DE DUERO,47318,234
CASTRILLO-TEJERIEGO,47329,234
CASTRILLÓN,33401,234
CASTRO-URDIALES,39700,234
CASTROBOL,47689,234
CASTRODEZA,47192,234
CASTROMEMBIBRE,47882,234
CASTROMONTE,47641,234
CASTRONUEVO DE ESGUEVA,47171,234
CASTRONUÑO,47520,234
CASTROPOL,33760,234
CASTROPONCE,47664,234
CASTROVERDE DE CERRATO,47182,234
CATOIRA,36612,234
CAZALEGAS,45683,234
CEBOLLA,45680,234
CEDILLO DEL CONDADO,45214,234
CEINOS DE CAMPOS,47692,234
CEPEDA,37656,234
CERDEDO-COTOBADE,36116,234
CERECEDA DE LA SIERRA,37621,234
CEREZAL DE PEÑAHORCADA,37253,234
CERRALBO,37273,234
CERVERA DE LOS MONTES,45637,234
CERVILLEGO DE LA CRUZ,47494,234
CESPEDOSA DE TORMES,37750,234
CHAGARCÍA MEDIANERO,37861,234
CHICLANA DE LA FRONTERA,11130,234
CHILLARÓN DE CUENCA,16190,234
CHIPIONA,11550,234
CHOZAS DE CANALES,45960,234
CHUECA,45113,234
CIGALES,47270,234
CIGUÑUELA,47191,234
CILLEROS DE LA BASTIDA,37621,234
CILLORIGO DE LIÉBANA,39580,234
CIPÉREZ,37216,234
CIRUELOS,45314,234
CISTÉRNIGA,47193,234
CIUDAD RODRIGO,37170,234
COAÑA,33179,234
COBEJA,45291,234
COBISA,45111,234
COCA DE ALBA,37830,234
COGECES DE ÍSCAR,47440,234
COGECES DEL MONTE,47313,234
COLINDRES,39750,234
COLMENAR DE MONTEMAYOR,37711,234
COLUNGA,33320,234
COMILLAS,39520,234
CONIL DE LA FRONTERA,11140,234
CONSUEGRA,45700,234
CORCOS,47280,234
CORDOVILLA,37337,234
CORRAL DE ALMAGUER,45880,234
CORRALES DE DUERO,47317,234
CORVERA DE ASTURIAS,33404,234
CORVERA DE TORANZO,39680,234
COVELO,36872,234
CRECENTE,36420,234
CRISTÓBAL,37684,234
CUBILLAS DE SANTA MARTA,47290,234
CUDILLERO,33150,234
CUENCA,16001,234
CUENCA DE CAMPOS,47650,234
CUERVA,45126,234
CUNTIS,36670,234
CURIEL DE DUERO,47316,234
DEGAÑA,33812,234
DIOS LE GUARDE,37478,234
DOMINGO PÉREZ,45544,234
DOSBARRIOS,45311,234
DOZÓN,36516,234
DOÑINOS DE LEDESMA,37130,234
EJEME,37891,234
EL ARCO,37110,234
EL ASTILLERO,39610,234
EL BODÓN,37520,234
EL BOSQUE,11670,234
EL CABACO,37621,234
EL CAMPILLO DE LA JARA,45578,234
EL CAMPO DE PEÑARANDA,37317,234
EL CARPIO DE TAJO,45533,234
EL CASAR DE ESCALONA,45542,234
EL CERRO,37720,234
EL CUBO DE DON SANCHO,37281,234
EL FRANCO,33746,234
EL GASTOR,11687,234
EL MANZANO,37171,234
EL MAÍLLO,37621,234
EL MILANO,37256,234
EL PAYO,37524,234
EL PEDROSO DE LA ARMUÑA,37410,234
EL PINO DE TORMES,37170,234
EL PUENTE DEL ARZOBISPO,45570,234
EL PUERTO DE SANTA MARÍA,11500,234
EL REAL DE SAN VICENTE,45460,234
EL ROMERAL,45770,234
EL SAHUGO,37510,234
EL TEJADO,37749,234
EL TOBOSO,45820,234
EL TORNADIZO,37765,234
EL VISO DE SAN JUAN,45215,234
ENCINA DE SAN SILVESTRE,37114,234
ENCINAS DE ABAJO,37874,234
ENCINAS DE ARRIBA,37892,234
ENCINAS DE ESGUEVA,47186,234
ENCINASOLA DE LOS COMENDADORES,37256,234
ENDRINAL,37765,234
ENTRAMBASAGUAS,39715,234
ERUSTES,45540,234
ESCALANTE,39193,234
ESCALONA,45910,234
ESCALONILLA,45517,234
ESCURIAL DE LA SIERRA,37762,234
ESGUEVILLAS DE ESGUEVA,47176,234
ESPADAÑA,37148,234
ESPEJA,37497,234
ESPERA,11648,234
ESPINO DE LA ORBADA,37419,234
ESPINOSO DEL REY,45650,234
ESQUIVIAS,45221,234
FLORIDA DE LIÉBANA,37129,234
FOMBELLIDA,47184,234
FOMPEDRAZA,47311,234
FONTIHOYUELO,47609,234
FORCAREI,36549,234
FORFOLEDA,37799,234
FORNELOS DE MONTES,36845,234
FRADES DE LA SIERRA,37766,234
FRESNEDOSO,37775,234
FRESNO ALHÁNDIGA,37789,234
FRESNO EL VIEJO,47480,234
FUENSALDAÑA,47194,234
FUENSALIDA,45510,234
FUENTE EL SOL,47494,234
FUENTE-OLMEDO,47418,234
FUENTEGUINALDO,37540,234
FUENTELIANTE,37291,234
FUENTERROBLE DE SALVATIERRA,37768,234
FUENTES DE BÉJAR,37790,234
FUENTES DE OÑORO,37480,234
GAJATES,37872,234
GALINDO Y PERAHUY,37129,234
GALINDUSTE,37785,234
GALISANCHO,37891,234
GALLEGOS DE ARGAÑÁN,37497,234
GALLEGOS DE HORNIJA,47134,234
GALLEGOS DE SOLMIRÓN,37751,234
GARCIBUEY,37658,234
GARCIHERNÁNDEZ,37810,234
GARCIOTUM,45643,234
GARCIRREY,37460,234
GATÓN DE CAMPOS,47606,234
GEJUELO DEL BARRO,37114,234
GERIA,47131,234
GERINDOTE,45518,234
GOLPEJAS,37170,234
GOMECELLO,37420,234
GONDOMAR,36316,234
GOZÓN,33418,234
GRADO,33119,234
GRANDAS DE SALIME,33730,234
GRAZALEMA,11610,234
GUADAMUR,45160,234
GUADRAMIRO,37219,234
GUIJUELO,37700,234
GURIEZO,39778,234
GÁLVEZ,45164,234
HAZAS DE CESTO,39730,234
HERGUIJUELA DE CIUDAD RODRIGO,37510,234
HERGUIJUELA DE LA SIERRA,37617,234
HERGUIJUELA DEL CAMPO,37759,234
HERMANDAD DE CAMPOO DE SUSO,39210,234
HERRERUELA DE OROPESA,45588,234
HERRERÍAS,39549,234
HERRÍN DE CAMPOS,47607,234
HINOJOSA DE DUERO,37230,234
HINOJOSA DE SAN VICENTE,45645,234
HONTANAR,45159,234
HORCAJO DE MONTEMAYOR,37712,234
HORCAJO MEDIANERO,37860,234
HORMIGOS,45919,234
HORNILLOS DE ERESMA,47238,234
HUECAS,45511,234
HUELVA,21001,122
HUERTA,37336,234
HUERTA DE VALDECARÁBANOS,45750,234
IBIAS,33810,234
ILLANO,33732,234
ILLAS,33411,234
ILLESCAS,45200,234
ILLÁN DE VACAS,45551,234
IRUELOS,37217,234
ITUERO DE AZABA,37551,234
JIMENA DE LA FRONTERA,11320,234
JUZBADO,37115,234
LA ALAMEDA DE GARDÓN,37497,234
LA ALAMEDILLA,37554,234
LA ALBERCA,37624,234
LA ALBERGUERÍA DE ARGAÑÁN,37555,234
LA ATALAYA,37591,234
LA BASTIDA,37621,234
LA BOUZA,37488,234
LA CABEZA DE BÉJAR,37773,234
LA CALZADA DE BÉJAR,37714,234
LA ENCINA,37515,234
LA ESTRELLA,45574,234
LA FREGENEDA,37220,234
LA FUENTE DE SAN ESTEBAN,37200,234
LA GUARDIA,45760,234
LA HOYA,37716,234
LA IGLESUELA,45633,234
LA LÍNEA DE LA CONCEPCIÓN,11300,234
LA MATA,45534,234
LA MATA DE LEDESMA,37130,234
LA MAYA,37780,234
LA MUDARRA,47630,234
LA NAVA DE RICOMALILLO,45670,234
LA ORBADA,37428,234
LA PARRILLA,47328,234
LA PEDRAJA DE PORTILLO,47196,234
LA PEÑA,37214,234
LA PUEBLA DE ALMORADIEL,45840,234
LA PUEBLA DE MONTALBÁN,45516,234
LA PUEBLANUEVA,45690,234
LA REDONDA,37247,234
LA RINCONADA DE LA SIERRA,37607,234
LA SAGRADA,37465,234
LA SECA,47491,234
LA SIERPE,37759,234
LA TALA,37752,234
LA TORRE DE ESTEBAN HAMBRÁN,45920,234
LA UNIÓN DE CAMPOS,47670,234
LA VELLÉS,37427,234
LA VILLA DE DON FADRIQUE,45850,234
LA VÍDOLA,37214,234
LA ZARZA DE PUMAREDA,37253,234
LAGARTERA,45567,234
LAGUNA DE DUERO,47140,234
LAGUNILLA,37724,234
LALÍN,36500,234
LAMASÓN,39550,234
LANGAYO,47314,234
LANGREO,33900,234
LAREDO,39770,234
LARRODRIGO,37865,234
LAS CASAS DEL CONDE,37659,234
LAS HERENCIAS,45663,234
LAS REGUERAS,33190,234
LAS ROZAS DE VALDEARROYO,39213,234
LAS VEGUILLAS,37452,234
LAS VENTAS CON PEÑA AGUILERA,45127,234
LAS VENTAS DE RETAMOSA,45183,234
LAS VENTAS DE SAN JULIÁN,45568,234
LAVIANA,33970,234
LAYOS,45123,234
LEDESMA,37100,234
LEDRADA,37730,234
LENA,33620,234
LIENDO,39776,234
LILLO,45870,234
LIMPIAS,39778,234
LINARES DE RIOFRÍO,37760,234
LIÉRGANES,39178,234
LLANERA,33192,234
LLANES,33500,234
LLANO DE OLMEDO,47418,234
LLEIDA,25001,121
LOMINCHAR,45212,234
LOMOVIEJO,47494,234
LOS BARRIOS,11370,234
LOS CERRALBOS,45682,234
LOS CORRALES DE BUELNA,39400,234
LOS NAVALMORALES,45112,234
LOS NAVALUCILLOS,45130,234
LOS SANTOS,37768,234
LOS TOJOS,39517,234
LOS YÉBENES,45470,234
LUCILLOS,45684,234
LUENA,39682,234
LUMBRALES,37240,234
MACHACÓN,37893,234
MACOTERA,37310,234
MADROÑAL,37619,234
MAGÁN,45590,234
MALPARTIDA,37313,234
MALPICA DE TAJO,45692,234
MANCERA DE ABAJO,37315,234
MANZANEQUE,45460,234
MANZANILLO,47314,234
MAQUEDA,45515,234
MARINA DE CUDEYO,39130,234
MARJALIZA,45479,234
MARRUPE,45636,234
MARTIAGO,37510,234
MARTINAMOR,37891,234
MARTÍN DE YELTES,37494,234
MARZALES,47133,234
MARÍN,36900,234
MASCARAQUE,45430,234
MASUECO,37251,234
MATAPOZUELOS,47230,234
MATILLA DE LOS CAÑOS,47114,234
MATILLA DE LOS CAÑOS DEL RÍO,37450,234
MAYORGA,47680,234
MAZARAMBROZ,45114,234
MAZCUERRAS,39509,234
MEAÑO,36638,234
MEDINA DE RIOSECO,47800,234
MEDINA DEL CAMPO,47400,234
MEDINA-SIDONIA,11170,234
MEDIO CUDEYO,39619,234
MEGECES,47440,234
MEIS,36192,234
MEJORADA,45622,234
MELGAR DE ABAJO,47687,234
